Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders,Match Ranking
QWJwreZT,1595,2131,B03,9,11,0,0,0,44,4,0,1,
oC3hQMzn,1948,1524,D01,5,36,3,0,2,35,6,2,1,
PLMcRpSF,1858,1767,A65,11,75,4,1,7,94,10,1,5,
bKWGFDr9,1810,1768,C28,6,56,3,0,5,79,4,2,4,
DD57Q6Ac,1777,1626,A10,2,123,2,3,7,156,4,1,7,
KF9vZFcw,1528,1623,C22,6,164,4,2,3,118,5,2,4,
WCdwnFcd,2281,1951,C43,6,10,2,0,0,36,4,0,1,
SKz1418D,1873,1922,C52,14,47,2,0,2,84,3,2,2,
Tre6gdhr,1916,1912,B30,4,33,1,0,2,60,2,1,3,
aWAtNQjM,1850,2069,A00,1,48,4,2,1,25,2,1,0,
InKOjJfy,2084,2080,C00,3,24,0,0,1,62,4,1,3,
V8iUw7xj,2097,1854,A57,6,49,4,3,1,27,5,1,0,
Rwn6WlDC,2106,2011,A80,2,69,5,0,3,41,8,1,1,
3Vg8Pshk,2094,2066,E62,12,73,9,4,3,49,2,4,1,
u2HE1sDQ,1954,2102,A50,3,30,10,5,0,45,15,2,2,
0tSlPkA4,2106,2202,D52,12,44,4,2,3,30,7,1,1,
um9ieK9U,2047,2096,A45,2,59,4,1,4,37,7,1,1,
0JNa5aMJ,2036,2114,C25,5,77,3,3,7,80,7,4,7,
TQxBIVZ7,1574,1961,A00,1,7,1,0,0,38,7,0,1,
XyMdlcFh,1566,1621,A12,5,13,1,0,0,46,3,2,0,
RdvgQTS0,1670,1556,B20,3,63,3,0,1,13,0,0,0,
Au7sVWOf,2041,2021,A20,2,65,5,1,3,37,2,0,1,
ideaPS9g,2036,1951,A20,2,53,3,1,1,110,2,3,1,
QsprtcOz,2035,1619,A40,4,66,3,2,0,106,2,2,4,
x4cTe0nU,1603,1937,C26,4,58,2,1,2,86,3,1,2,
YHq2M81r,1543,1436,C00,4,69,4,4,2,111,6,4,2,
0izEQNHc,2151,2211,D52,11,41,3,1,4,41,2,1,4,
hXVyqqFW,2120,2168,A50,4,36,3,1,1,83,4,0,2,
N5gI6QHY,2065,2098,C01,5,47,10,3,1,29,5,3,1,
LqVQU1Fd,1947,1999,B47,10,69,8,1,2,86,3,0,4,
eXAawaAc,1990,1989,D00,3,67,3,2,2,31,2,1,0,
Mlam6S7f,2043,1997,A34,3,68,3,3,0,119,4,1,4,
KwsW34o5,1952,1965,B06,5,65,5,2,0,32,1,0,0,
twr7NESM,1419,1989,A02,1,24,2,0,0,88,2,1,2,
T6dmhHs8,1983,1912,E62,9,83,7,1,3,46,4,4,0,
g9eS7isg,1450,1200,C23,3,30,3,0,0,69,0,2,1,
N9kR77iK,1457,1438,A45,4,65,12,1,5,46,10,1,4,
6qXRmaDb,1812,1767,D37,9,50,1,2,0,100,3,0,3,
Vgj0FwZ0,1795,1690,D02,4,41,9,0,0,57,12,4,0,
vbggKq6w,1834,1575,A40,2,81,3,0,4,52,3,0,2,
D13wxvu7,1815,1891,A85,5,24,6,1,0,37,7,0,1,
pzgQSHqd,1582,1808,B33,8,82,4,1,5,49,5,2,3,
0ZaO3tvh,1584,1833,B30,4,13,1,0,0,34,1,1,1,
fIEpoxLV,1819,1784,D38,8,81,5,4,3,106,6,5,3,
EnjNz9jB,1812,1560,A40,2,46,4,0,0,80,7,1,1,
UfkhEJsi,1688,1801,B72,13,70,1,1,5,48,3,5,1,
yyGzAv0C,1791,1634,D20,5,60,3,2,2,103,5,1,6,
6zg5FFi0,2007,1868,D00,3,74,1,2,4,109,2,4,4,
0iJZ31bU,1753,1884,D45,9,51,2,0,3,90,2,1,6,
Lw5RRW8R,1881,1545,C00,3,11,3,0,1,29,6,3,0,
dYFrPiNf,1875,1694,B20,5,56,9,1,2,74,7,0,3,
jKGwZ587,1370,1873,C42,9,111,4,0,2,78,4,1,1,
OCazNqDe,1574,1894,C41,8,60,6,3,1,88,8,2,1,
tk0cHxaq,1890,1632,C43,7,101,3,2,6,109,6,2,6,
IXII73Td,1883,1729,C44,7,19,2,0,0,74,1,0,1,
X0FA9On2,1740,1875,C33,5,109,3,1,9,84,2,3,7,
fiulmT0U,1557,1871,D30,7,91,4,1,1,50,5,0,1,
MY8KoGbI,1746,1816,D00,3,49,3,0,1,85,7,1,2,
Rbn6k8J7,1830,1718,B06,2,63,7,5,5,45,2,2,4,
i3QAYF5M,1656,1568,A00,1,102,4,0,3,33,3,1,0,
o3x7sCbf,1668,1555,C33,6,139,1,3,5,96,2,3,4,
sQ7PIbsF,1539,1684,C61,6,53,2,0,1,173,0,0,1,
MkO8ggmr,1440,1500,D00,2,62,4,1,0,115,5,2,1,
fHAeU0c2,1710,1904,B72,14,76,1,1,5,108,5,2,5,
Eb1lCRa0,1879,1888,D35,7,66,2,1,6,84,5,1,7,
a61at55y,2063,2120,A20,2,29,3,1,0,38,8,1,0,
gVlGL5NB,1537,1730,D30,4,108,5,2,4,90,4,0,4,
5MOnkVHg,1623,1633,B20,3,22,5,2,1,38,9,1,3,
phf3cdNM,1741,1766,B20,3,45,5,2,3,69,4,2,4,
RFIaUgaR,1656,1610,B00,5,37,3,0,1,86,6,0,2,
MiVfuVel,1646,1728,C30,3,76,4,1,3,35,3,2,1,
FhyhUe9U,1500,1422,C41,5,55,2,1,2,91,3,3,4,
zZDQiMHm,1864,2199,B40,10,7,0,0,0,41,2,1,0,
N4yG1aEp,2199,2214,C11,7,22,2,0,0,6,0,0,0,
7LsZGj3a,2199,1939,B20,3,21,4,0,1,6,0,0,0,
HVFaPS1N,2191,2086,B23,5,6,0,0,0,42,1,2,1,
1ENtPJf7,2182,2093,B92,11,6,1,0,0,43,3,1,1,
HwlyVtRQ,2176,2003,B22,6,4,1,0,0,18,4,0,0,
qCrSpRID,1899,1714,A15,3,147,4,3,7,119,5,1,6,
ad7ukvOW,1815,1921,A45,3,50,2,1,3,90,2,2,4,
t9dy9u75,1875,1923,D00,3,99,7,3,6,98,7,3,6,
lxFXwXBn,1905,1852,D04,5,20,6,0,0,39,3,2,1,
zUTSVN3B,1833,1886,B32,8,60,2,1,3,54,3,3,1,
xi9z92Ck,1626,1628,C02,6,8,0,0,0,63,1,0,2,
3R47Qfcx,1573,1624,B00,3,82,3,2,2,40,2,1,1,
wbYqynyB,2046,2074,C47,7,76,4,1,1,37,1,1,0,
I17QznLF,1703,1670,B20,3,58,5,0,3,24,3,2,1,
vhgiZ6uZ,1699,1608,C44,4,129,3,0,3,92,3,1,1,
4ORlav2R,1700,1724,C44,4,28,2,1,0,75,4,1,1,
CQfgoyDX,1664,1708,B10,2,44,1,0,2,78,2,0,3,
DI8to7zS,1628,1646,C42,4,58,0,2,2,104,5,1,3,
jkmw5xmt,1942,1753,B20,3,21,2,0,0,40,1,0,1,
lzg8db51,1760,1808,B01,4,56,8,5,1,69,7,3,2,
oYB0wQcc,1903,1890,C78,9,112,4,3,2,79,2,1,4,
T0Rl4Ox5,1946,1940,A04,2,22,4,0,0,29,7,0,0,
nBOkmNtB,1588,1543,C64,6,98,5,3,2,69,5,2,2,
xTGSE50o,1537,1583,B01,4,35,2,0,1,58,5,1,1,
cCEuMXji,2145,1996,D02,3,40,3,2,1,62,5,2,3,
5mPGez5Z,1643,2144,B00,5,81,1,1,4,60,4,0,2,
75ELDv7U,2137,1724,A48,5,23,3,0,0,70,3,0,1,
0HNFJNvT,1498,2136,A04,2,75,5,2,2,41,4,1,1,
HZ9WQfMr,2156,2026,A48,5,24,4,1,1,35,7,5,1,
nS2i4x04,2202,2170,A04,2,113,3,1,7,144,5,2,6,
jMnN2omU,2202,2180,B06,7,42,1,2,2,25,5,0,0,
WnfbcMDN,2207,1797,A01,5,62,3,1,0,113,4,4,1,
FfQlDiz6,1655,1779,B01,6,61,5,1,1,23,5,1,0,
dmAuySe7,1936,1796,B01,6,37,1,1,1,73,3,2,1,
DhMvDkec,1772,1766,C50,6,48,6,2,4,33,4,3,3,
wazrZks2,1761,1313,B01,2,61,3,1,3,54,3,1,1,
DBX7FzoG,1763,1717,C50,6,73,3,1,2,50,5,1,1,
59RcvFaD,1692,1584,C00,3,60,3,4,3,89,5,4,3,
ahAliZTM,1597,1913,A43,3,49,7,4,1,30,4,2,1,
zcyltWFW,1731,1781,A45,2,66,7,2,5,65,5,4,4,
syvfkVb9,1977,1919,D04,6,51,2,1,1,18,0,1,0,
flmp87O4,1868,1991,C02,9,5,0,0,0,45,2,1,2,
LOEHBwzI,1545,1538,C00,2,77,4,2,2,133,3,2,3,
5f52vJgq,1534,1547,A06,3,17,0,0,0,40,2,2,1,
8KU1mHwJ,2133,1750,B06,2,17,3,1,0,51,5,1,1,
8bKdVYq6,1686,1668,C00,4,207,4,2,5,167,1,2,5,
d7PJ4GjB,1640,1785,C00,3,41,1,0,2,84,4,0,2,
5igfg0mX,1334,1640,A05,4,104,6,1,4,74,5,2,4,
5Otnwo7e,1622,1455,B00,5,5,3,0,0,43,4,1,2,
JMhseY4e,1602,1902,A57,6,18,4,3,0,17,3,3,0,
eQLozzu3,1880,1606,B80,13,4,0,0,0,73,1,1,1,
eM1Ja8zn,1613,1777,D25,7,28,1,0,1,6,0,0,0,
yyWDIp2Y,1903,1617,B20,3,43,3,2,1,86,4,1,2,
QEui3mtc,1869,1621,A46,5,62,5,1,4,48,5,0,4,
2ie5ABfe,1500,1615,B20,3,47,5,3,3,32,3,0,3,
F8rUyWU3,1785,1610,B50,5,26,2,2,2,21,3,1,2,
cv8whhqE,1695,1619,D55,11,23,1,0,1,58,0,0,3,
Xracchbg,1603,1753,D06,4,118,2,4,4,150,3,1,6,
xjnKaBVK,1517,1489,C00,4,60,6,4,2,81,9,2,5,
GgeCfh1z,2104,1776,C42,5,14,0,1,0,63,1,1,1,
xYRb0oEl,2086,1968,B12,5,13,0,0,0,39,1,0,1,
j2p2fjW0,1744,2111,C41,5,55,4,1,3,34,1,1,2,
wpdd7I8i,2112,2101,B10,3,75,1,1,2,29,1,2,0,
KoCyTDTJ,1919,1507,B44,8,39,3,0,1,6,1,0,0,
8p2eDeWP,1919,1996,B53,7,38,5,0,0,4,0,0,0,
xsPHvsyR,1919,1905,B34,9,39,0,1,1,3,0,0,0,
574ENQTF,1913,1718,C60,5,4,0,0,0,22,2,0,1,
C5h5rTXG,1207,972,B01,4,52,3,1,1,92,4,2,2,
ejQ9W2Ts,1317,1414,B50,4,128,2,0,4,56,1,0,1,
TYZxa10q,1981,1913,B40,4,22,2,1,0,68,1,0,2,
rtfLTQty,1927,1835,B12,3,52,2,3,1,30,4,1,0,
hUFBmFSb,1909,1881,B01,4,90,6,1,4,92,3,1,4,
47YuGsO3,1875,1955,B08,8,71,2,4,1,107,2,2,3,
9JWrO5Pa,1136,1462,C50,8,67,2,1,2,118,1,1,3,
UfgVmUIi,1454,1223,C46,7,23,1,0,0,108,1,0,2,
bUr5DzpZ,1827,1847,C77,9,52,5,2,2,33,5,1,0,
q5twSCyl,1818,1824,D05,6,21,0,2,0,70,1,1,3,
eTeLWt0x,1830,1795,D25,8,28,4,3,2,15,4,1,0,
MazE7I7W,2333,2318,B07,5,18,5,0,0,33,8,0,2,
d9REOAoZ,2331,2177,A10,2,82,8,1,5,93,3,5,4,
xMHR4KD3,2131,2334,B00,5,67,6,4,2,50,5,1,1,
Df7Re7gz,2249,2368,C41,8,25,1,0,3,41,5,0,4,
LlpN4dME,2156,2338,A56,4,22,4,0,2,21,4,0,1,
c0DgBL8S,2278,2310,B07,5,27,2,1,2,15,3,0,0,
qCzNc87Y,2286,2190,A46,5,32,11,1,2,46,9,1,6,
6TDm0x7E,1932,1857,C46,22,101,3,1,5,77,6,0,3,
Q0diMelb,1814,1734,B20,3,101,5,3,5,127,6,1,7,
Qz3LTXa9,1115,1083,B01,2,46,1,1,2,19,4,0,0,
Ytw650ln,1131,1661,C00,4,111,1,1,2,82,1,1,3,
dEJvecY8,1902,1234,D31,6,58,3,0,3,87,2,1,3,
Og7ztNs1,1162,1174,C22,8,119,4,4,6,89,1,4,4,
ioSzqWlP,1197,1133,C25,3,78,5,1,3,48,5,2,1,
l3q3TZqu,1389,1835,A00,5,89,3,0,3,56,1,1,2,
kQkHQEHm,1918,2147,B20,3,81,4,1,4,53,2,3,2,
fpJcFz9W,1061,1026,B02,6,123,7,3,10,125,6,3,8,
vBvHnaxp,1349,1398,A00,1,59,3,0,1,0,1,0,0,
Q6XAiN3A,1995,1863,C21,5,64,2,0,3,135,1,0,5,
gUxGTKGH,2006,1981,B01,2,37,3,1,2,17,2,1,0,
jnNXfaR9,1969,1942,C43,6,55,0,1,1,114,3,1,2,
uB0GKdG4,1969,1982,C02,7,61,4,1,2,27,0,0,1,
nQ4Hhrte,1893,1958,B01,4,149,6,2,6,121,7,3,5,
LxsJBPm7,1976,2030,C41,7,67,2,1,2,107,3,1,6,
GpxnkQjZ,2034,1957,D03,5,181,3,3,6,150,5,2,8,
REsft48j,1649,1306,D00,5,44,3,0,1,5,0,0,0,
9VL07xCM,1665,1368,A40,2,105,2,1,2,68,2,1,1,
6zMwAqAu,1432,1715,C22,6,16,1,0,0,69,0,1,2,
m8ZkmVOj,1594,1770,A46,5,12,0,0,0,59,1,1,1,
f8nNjIBw,1769,1643,C00,3,90,2,3,5,81,6,3,3,
pbkHptuD,1793,1818,C30,4,56,2,2,0,92,2,0,1,
7L8kikLV,1778,1784,A00,2,53,6,1,1,25,3,1,0,
C0SLsd9k,1798,1821,D00,3,87,3,0,6,67,4,0,4,
ZkppDb2d,1786,1749,A45,2,43,1,1,1,93,4,1,2,
NB3F6PR6,1800,1821,A40,2,55,1,2,1,19,1,0,0,
mz4AFH3R,1763,1785,C42,8,60,7,2,2,40,8,1,2,
WhCypnj1,1769,1766,D00,3,18,1,0,0,27,1,1,0,
JX1g05E7,1656,1740,C42,5,134,11,2,2,100,5,3,3,
QQM79zgv,1614,1848,D05,7,27,2,0,2,69,6,1,2,
lAWpSxrB,1558,2293,B22,3,113,8,2,9,94,4,1,9,
kFY0CitT,1559,2292,A00,1,63,4,1,2,26,3,1,0,
lfkCjwOB,1784,2276,A04,2,51,1,0,2,10,0,0,0,
lkO5nM9b,1572,1768,C40,7,116,8,2,4,87,4,1,3,
r0t2pkR5,2015,1822,B00,3,106,3,5,7,86,7,5,5,
LHDl7E2P,1621,1603,B12,7,69,2,4,3,52,3,2,3,
4IDxJJMP,1729,1719,C46,5,53,5,0,2,89,3,1,3,
DmKgqGri,1645,1653,B06,4,58,3,1,2,23,3,2,0,
t6TDbLyf,1483,1090,D06,3,20,2,1,0,59,4,1,2,
R83TVxC4,1988,1991,B01,4,77,2,4,3,52,3,1,1,
NWzYpdsi,2025,1990,B01,4,28,7,4,0,28,7,3,0,
rrv3K22d,1902,1982,B01,4,53,1,2,1,16,1,0,0,
Rv6bYjIr,1934,1985,B01,4,43,4,2,1,71,4,2,3,
52JOICgB,2000,1995,B01,4,44,3,1,1,67,2,1,2,
sr9f4Kto,2083,1974,B01,4,84,0,0,1,15,1,0,0,
DNWuo1LP,1835,1895,A30,2,21,2,0,1,31,4,1,1,
gqXVOd0n,1590,1826,B27,4,55,5,1,2,25,1,1,2,
bBnCy460,1776,1813,A38,10,27,2,0,1,62,1,0,2,
ajK7LDUh,1822,1824,B22,3,117,11,3,8,140,7,3,9,
LbSOboIK,1434,1812,B23,3,66,5,2,1,38,3,1,0,
zkT56Sr2,1836,1876,B27,4,14,0,0,0,81,0,0,1,
L71UDsR7,1865,1564,A13,2,34,1,0,1,56,4,2,2,
iFy8uaxE,1641,1849,A40,1,63,5,0,5,45,5,2,4,
gxeWVT5l,1834,1578,A22,5,84,2,1,5,120,1,4,4,
HTSTmvGH,1546,1819,B20,2,88,2,1,3,35,1,0,0,
5ENNV9QB,1675,1506,C41,5,67,0,0,2,68,1,4,1,
bhDyC207,2073,1931,A41,4,14,1,0,0,57,5,1,0,
ilBfA2K3,1756,1922,C44,8,84,4,7,3,64,3,1,3,
Xk4aRIbY,1575,1579,C58,11,88,3,0,3,48,4,0,1,
qZqO8OT5,1675,1578,D30,4,83,1,0,3,29,2,1,0,
vVd6ZUAk,1577,1606,C44,9,25,1,1,0,55,7,1,1,
YVt3p1YW,1625,1567,A10,2,31,1,2,0,61,2,2,1,
JZzopngU,1639,1581,C00,3,28,2,0,0,83,0,0,2,
dahRixi6,1222,1234,C50,5,126,6,5,5,101,3,6,3,
IGctXpeZ,2135,2038,C19,12,42,4,0,1,9,1,0,0,
QgNrekUh,1996,2028,C00,3,31,1,1,1,7,0,0,0,
o0775Gbd,2005,2017,A45,2,45,5,1,1,9,0,0,0,
I3HBuT0X,2006,2016,B23,5,8,1,0,0,62,1,1,1,
qxnEJBSC,1972,1948,C84,11,11,0,0,0,48,3,1,0,
ThEPkUF8,1896,1963,C01,9,57,3,2,1,7,0,0,0,
A1hhaRTf,1344,1696,C40,4,22,2,1,1,55,2,2,1,
ypgpDIf0,1348,1725,B50,6,74,4,2,1,62,1,0,2,
jrLrV447,1460,1327,C64,6,103,0,1,2,21,1,0,0,
VQQ1DmUV,1482,1439,C44,5,42,3,1,1,82,5,1,2,
OaLUyV8n,1672,1546,C46,7,60,7,3,4,78,8,1,7,
M1yjJGp9,1467,1666,C42,5,116,1,1,5,78,2,2,4,
1fUqcLTg,1510,1475,C25,5,23,1,0,0,56,3,2,0,
VvoCdW0A,1475,1502,B01,8,111,2,6,5,85,1,4,5,
imxyXvz3,1739,1838,D00,3,168,6,2,5,172,5,2,5,
SI2PHNjk,1838,1441,C40,4,55,5,0,2,24,2,1,1,
hQMzRhig,976,2116,A40,2,49,6,0,3,76,10,3,3,
C0JVHFMw,2078,2119,B01,8,53,2,0,2,11,1,0,0,
qa5eeSE3,1808,1908,A40,2,32,4,2,1,60,5,2,2,
KIxPGNq4,2154,2192,B44,8,24,7,3,0,24,5,3,0,
cf3fApwo,1698,1716,B20,3,75,3,2,1,30,1,0,1,
40P9vVlV,1721,1721,A43,2,52,1,1,2,89,7,1,4,
X6C6cdzN,1827,1895,B02,4,37,4,0,1,69,2,1,1,
M7Q8cKML,1846,1876,B04,8,55,1,0,2,13,0,0,0,
VVTfbSyp,1866,1856,B03,7,12,1,0,0,64,2,1,2,
aiBaW5rz,1779,1847,A48,5,56,4,1,1,23,1,1,0,
EvcBvpz6,1849,1862,C50,6,16,0,0,0,99,3,2,1,
5ByLh2zW,1719,1864,B02,4,13,2,0,0,10,0,0,0,
sUCpW7Ns,1705,1641,C70,8,111,4,2,6,132,5,1,6,
YbJMndvu,1687,1652,C68,8,31,5,1,0,77,2,2,2,
vAkWCpHl,1952,1939,B22,6,19,0,0,1,19,0,0,1,
GHqKtbuS,1869,1532,B12,5,35,0,0,1,58,2,1,1,
ERYKRmX8,1029,1338,B06,2,62,2,1,2,100,1,1,3,
SVAvBDDv,1862,1880,B23,3,53,2,2,1,21,2,0,0,
RshO3uWR,1807,1844,B20,3,20,4,1,0,44,7,2,1,
C4hDJhNF,1816,1869,B20,3,46,6,1,2,26,6,1,2,
SDBYJ27L,2075,2040,E92,13,79,3,0,5,52,5,2,3,
rKVl0nDX,1903,1946,A46,6,98,5,3,6,74,6,2,4,
tvdSIQEj,1729,1731,A46,4,103,4,1,4,61,4,2,2,
NnnFFs30,1749,1766,A43,5,77,6,3,3,47,1,4,2,
TW1OBuen,1498,1500,B28,4,63,3,2,1,20,2,1,1,
V9Vi4M9y,1721,1745,B18,8,72,1,0,3,40,2,0,2,
TmIgCDIV,1697,1669,C00,3,24,3,0,0,61,4,1,1,
VFaB9EMJ,1669,1638,C44,7,47,0,1,1,17,0,0,0,
R6xEo1EN,1933,2047,C01,7,47,6,2,2,63,4,3,3,
ZeJ6wl1A,1527,1562,B01,6,85,0,6,7,70,4,4,5,
2d1sotEM,1728,1849,B40,4,61,9,1,0,30,2,1,0,
cToS64Ps,1644,1721,D40,9,91,8,2,7,93,4,0,6,
2SHs4Flq,1723,1875,B50,4,70,7,3,1,35,1,2,3,
SGWVS3aK,1682,1715,A45,2,126,5,3,3,99,9,3,3,
65xGyG9m,1841,1728,A22,5,100,6,2,5,131,6,1,6,
11mY40l4,1534,1286,C68,8,66,4,0,1,27,1,0,0,
hKzBWnSl,1882,1878,C01,5,51,2,0,2,1,0,0,0,
u93CbZrY,1903,2101,C41,5,21,2,0,1,44,5,2,2,
CBllbQT7,1400,1392,A40,2,51,7,0,1,73,5,0,2,
vGg7xLFt,1948,1922,D02,6,57,0,1,2,125,2,0,2,
fpJYEvHG,2250,1487,B21,5,22,2,0,0,66,4,0,1,
zIsnPuFE,1401,2248,C50,8,62,5,2,2,40,2,1,1,
QJxuyQ7K,2225,2282,C42,8,53,1,4,3,69,6,4,4,
bcAEiOny,1728,2223,A45,2,33,5,2,1,18,4,2,1,
omdtGNGR,1595,2222,B13,5,71,0,0,2,25,1,0,0,
9FHNaYR0,2221,1577,B33,8,24,0,0,0,81,0,0,2,
9DjvmzD0,1841,1634,B01,4,58,8,5,4,74,16,3,6,
fg4T1nMT,1835,1803,B12,6,64,5,0,2,95,6,1,4,
Zyem5PeO,1824,1785,B02,4,31,1,0,1,86,3,1,2,
4IlLiCGr,1613,1821,D00,3,75,2,1,1,20,2,0,0,
sjaXlEnH,1815,1770,B00,6,47,4,2,4,70,6,2,5,
khhiqoea,1812,1641,C42,8,101,2,0,2,150,2,3,3,
gz39X0GM,1849,1816,D02,3,21,3,0,1,52,3,0,1,
KHbSpHVe,2072,2209,A11,2,93,8,1,1,77,5,0,1,
RX2aHqbQ,1999,2002,A02,2,67,1,3,1,96,6,0,5,
BpL5Iyrv,2034,1985,B12,5,70,5,3,4,40,6,1,2,
mGX24muo,1896,1976,B18,11,61,1,3,5,63,7,3,2,
Nm5EVBnk,1914,1909,A07,8,99,1,0,3,51,3,0,1,
cXyB6Hkq,1579,1654,C24,4,73,3,0,3,45,4,1,1,
FOhhV8wS,1565,1448,B23,3,52,3,0,2,81,2,2,3,
j0JwUHce,1432,1581,A45,2,36,7,1,1,62,4,2,2,
ljghJe8f,1971,1943,B10,3,36,5,2,0,75,3,3,3,
GBLlVc6u,1950,1901,A40,2,64,6,1,4,35,1,3,1,
LCeOWZno,2212,2327,C24,7,22,3,1,0,57,3,1,2,
1EhJBkJj,2262,2237,B22,6,54,6,2,2,35,6,1,1,
yKatsgaG,2286,2205,C26,7,18,2,0,0,52,2,1,1,
TUvB3uUb,2037,2276,B40,5,14,1,0,0,11,2,0,0,
KUmqDLIX,2271,2019,C44,12,9,0,0,0,58,0,1,1,
jPL4QNW3,2249,2527,C26,7,21,0,0,1,46,7,2,1,
MSLoUAzX,2245,1936,C25,4,23,2,2,0,57,3,1,2,
QbVxJZIm,2267,1862,A04,2,10,1,0,0,18,2,0,0,
doFEt9gn,2261,1995,B57,12,41,3,0,0,72,5,2,1,
FX5d4ZfQ,1758,2258,E21,7,21,2,0,0,8,0,0,0,
61cpZ7ap,1674,1747,D20,5,195,4,2,7,160,3,0,6,
3ALMBNHS,1678,1669,B01,2,91,5,2,3,62,7,4,1,
C7QBjgZe,1646,1643,D00,3,169,2,1,2,118,1,1,3,
iZ3T7VHO,1617,1629,A43,2,73,7,2,2,110,6,4,4,
xHt6yvJg,1746,1256,C00,2,45,3,1,2,22,7,1,0,
GEUQyy8R,2165,2272,D02,3,49,3,0,2,69,4,0,3,
IXEMc5Hu,1529,1502,B10,2,79,2,1,4,105,2,0,5,
fViKwkQr,1509,1565,A00,1,38,5,2,2,66,5,1,2,
pU22jq3q,1492,1491,D20,5,146,10,2,7,127,6,3,8,
ndLhbsZr,1420,1456,B06,2,167,5,3,4,140,3,3,4,
qtuQH9IJ,1864,1872,A10,2,35,2,0,0,75,3,0,1,
wQM7nWVX,1118,1043,B21,3,80,6,1,8,60,4,4,5,
4tJr0ZZ9,1760,2319,A15,2,86,8,3,8,74,4,3,9,
9gkZSXVS,1772,1972,C20,3,48,12,3,6,35,4,2,5,
HJdZTqdC,1759,1966,C65,6,77,5,1,1,49,4,0,0,
PSSfbKVz,1991,1831,C25,5,61,2,3,1,108,6,0,3,
xir2uAS7,2001,1827,C33,8,43,2,2,0,91,2,0,4,
eQTKFKqS,2004,1920,B30,4,18,0,0,0,40,1,0,1,
hKeJJSmR,1807,2247,E72,9,50,3,0,4,29,5,3,0,
TURH1tnP,1819,1918,D64,15,43,1,1,1,12,1,0,0,
HdJ2In5z,1914,1900,A40,2,63,4,1,1,97,6,3,1,
jW3CPOn1,2017,1891,E90,9,78,3,2,4,53,4,2,2,
r78Y8EUe,1696,1734,A43,2,57,2,0,1,14,1,0,0,
OcHTndW9,1723,1702,C34,6,146,5,1,9,156,4,2,8,
b9gEc5Rq,1712,1711,A80,2,69,2,0,5,64,5,1,4,
N1cL9YYe,1762,1834,B50,4,48,5,2,1,23,0,0,1,
XXTea2bg,1740,1729,A48,5,16,0,0,0,49,5,2,0,
h10SVrwy,1916,1749,B20,3,40,4,0,1,6,1,0,0,
LS2q6BCI,1730,1592,A35,6,11,1,0,0,52,5,1,0,
VVXBfiiv,1713,1527,A04,2,0,1,0,0,46,4,1,1,
4g4xWHhC,1987,1653,A45,3,58,6,0,0,11,0,0,0,
XKHys3Y8,2402,2156,D37,7,71,2,2,2,114,4,1,3,
ULXu9tPu,2039,2153,D37,9,85,4,3,7,96,6,3,7,
XKQq558Q,2001,2152,A22,4,24,9,2,2,25,11,1,2,
1rZGA7pp,2432,2250,C84,10,34,1,0,1,22,1,0,0,
o1fwNAcd,2432,2549,B20,3,39,2,3,0,17,1,0,0,
3tSvhi91,2528,2432,B22,3,12,0,0,0,30,4,2,0,
LDtyzVlk,2430,1960,C79,10,23,1,0,0,46,7,0,1,
JjVCiDUW,2209,2452,A58,17,21,4,1,0,42,8,2,1,
zo1ODYxM,2479,1851,B20,3,51,5,0,2,20,3,2,0,
qqZtIkqA,2479,2406,C80,10,27,0,0,2,7,0,0,0,
4sVVIoUQ,2468,2382,B20,3,23,5,1,1,40,7,0,3,
XqIfBcQ7,2379,2472,B83,17,12,1,0,0,11,1,1,0,
G9XuDHXD,1655,1568,B00,3,24,6,0,0,12,0,0,0,
SYluwPAF,1568,1639,B06,5,63,6,0,1,14,0,0,0,
tIg1HcfT,1855,1568,C48,8,33,4,1,0,9,0,0,0,
R4bobwdr,1705,1568,C42,9,17,1,0,0,51,1,0,2,
ONLNtii1,1445,1584,A45,2,63,3,2,1,33,3,2,0,
sxJdipgN,1505,1507,A40,2,89,5,2,4,63,7,1,3,
UnALKEO1,1512,1480,B12,5,41,2,2,1,90,5,1,3,
knlwJw3d,1586,1495,C40,4,95,1,0,3,73,9,0,4,
7ViT3QF1,2021,2055,C17,8,65,3,0,4,85,5,0,4,
w8HmP2qH,1755,1892,B00,2,69,5,2,2,43,1,0,2,
rOg8aXHw,1789,1645,C50,6,39,2,0,1,20,0,0,1,
i8EgsA8u,1797,1899,B01,8,14,0,1,0,34,2,0,1,
Kr17MsrO,1980,2016,B27,4,32,1,0,2,63,6,0,4,
mHxlCm9J,1509,1574,A45,3,114,4,2,6,86,1,2,5,
hBHQI0GG,1522,1514,E71,9,15,1,0,0,46,3,0,2,
8KH41I4Q,1514,1524,A45,2,80,3,3,2,111,2,2,4,
ssavurWS,1560,1502,C01,5,58,3,3,1,84,6,2,3,
AihBaysG,1523,1367,C02,7,65,7,1,2,33,1,2,1,
vbexDR9L,1541,1538,C00,2,107,10,4,6,130,7,6,6,
gV1VzlRp,1699,2101,B20,3,58,4,1,2,16,2,0,0,
Ke6ZdbrD,1871,1991,C55,7,35,2,1,2,63,3,1,3,
